method,,hf,hf,hf,MP2,MP2,MP2,CCSD,CCSD,CCSD,CCSD\(T\),CCSD\(T\),CCSD\(T\)
component,,XX,YY,ZZ,XX,YY,ZZ,XX,YY,ZZ,XX,YY,ZZ
molecule,basis,,,,,,,,,,,,
AlF,5Z,0.728543059250322,0.728543059250322,1.7621938046684607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlF,QZ,0.7286195926077051,0.7286195926077051,1.76222971970599,0.7314701510087812,0.7314701510087812,1.7523136746754397,0.7283517706521532,0.7283517706521532,1.7524498841911726,0.72993208653539,0.72993208653539,1.7510654172559652
AlF,TZ,0.7291782744918482,0.7291782744918482,1.7623955789783385,0.7334373896848867,0.7334373896848867,1.753415885716737,0.730297845206577,0.730297845206577,1.753317304912044,0.7319283007387601,0.7319283007387601,1.7520994210903864
AlF,CBS,0.728543059250322,0.728543059250322,1.7621938046684607,0.7303657518842904,0.7303657518842904,1.7515944759146236,0.7272628156164571,0.7272628156164571,1.751902018907424,0.7288065431072196,0.7288065431072196,1.7503959913217884
Ar,5Z,0.6943992145772888,0.6943992145772888,0.6943992145772888,0.6938645337196355,0.6938645337196355,0.6938645337196355,0.6929291211032922,0.6929291211032922,0.6929291211032922,0.693341899779145,0.693341899779145,0.693341899779145
Ar,QZ,0.694476536916675,0.694476536916675,0.694476536916675,0.694382773943698,0.694382773943698,0.694382773943698,0.6934440546059526,0.6934440546059526,0.6934440546059526,0.6938845501713995,0.6938845501713995,0.6938845501713995
Ar,TZ,0.6947976299094419,0.6947976299094419,0.6947976299094419,0.6956277704724935,0.6956277704724935,0.6956277704724935,0.695000555015371,0.695000555015371,0.695000555015371,0.6954660269949697,0.6954660269949697,0.6954660269949697
Ar,CBS,0.6943992145772888,0.6943992145772888,0.6943992145772888,0.6934019313488277,0.6934019313488277,0.6934019313488277,0.6924699880795291,0.6924699880795291,0.6924699880795291,0.69285368674007,0.69285368674007,0.69285368674007
BeH,5Z,0.9891489938325773,0.9891489938325773,1.6465446962486627,0.9901421947332357,0.9901421947332357,1.6340304031497523,0.9930617176379146,0.9930617176379146,1.6273621612907232,0.9939525028217744,0.9939525028217744,1.6261185256165351
BeH,QZ,0.9891264445863329,0.9891264445863329,1.646741656796379,0.9903946519394309,0.9903946519394309,1.6346673285258884,0.9933033654463264,0.9933033654463264,1.6278296711211742,0.9941889048949034,0.9941889048949034,1.6265945789454386
BeH,TZ,0.989517225448855,0.989517225448855,1.6473932870890393,0.9919332494989669,0.9919332494989669,1.639043844879562,0.9949932568468435,0.9949932568468435,1.6299185786328636,0.9958722729178535,0.9958722729178535,1.628873315669377
BeH,CBS,0.9891489938325773,0.9891489938325773,1.6465446962486627,0.9898536633732992,0.9898536633732992,1.6335688007068203,0.9927845272854886,0.9927845272854886,1.627078306305559,0.9936808161916122,0.9936808161916122,1.6258257069608635
BeH2,5Z,0.9016951014154766,0.9016951014154766,1.9001487043807774,0.9002923383608241,0.9002923383608241,1.8905698755547324,0.9011758783500089,0.9011758783500089,1.8879497976754978,0.901767504455055,0.901767504455055,1.8871242054776762
BeH2,QZ,0.9017019724942383,0.9017019724942383,1.9001258799818008,0.9006717653699997,0.9006717653699997,1.8910458633335068,0.9014763620040716,0.9014763620040716,1.8882653698864154,0.9020724100476277,0.9020724100476277,1.8874597838331995
BeH2,TZ,0.9020523281107367,0.9020523281107367,1.900504077512932,0.902234060596583,0.902234060596583,1.8931599166490227,0.903037265243236,0.903037265243236,1.890232645025026,0.9036368947098575,0.9036368947098575,1.889498464642435
BeH2,CBS,0.9016951014154766,0.9016951014154766,1.9001487043807774,0.8999014600076031,0.8999014600076031,1.8900465316305348,0.9008678258119882,0.9008678258119882,1.8875947586093793,0.9014548125061387,0.9014548125061387,1.886748176358201
BF,5Z,0.7434599283754304,0.7434599283754304,1.447236320041328,0.7503671762964849,0.7503671762964849,1.4388822216228512,0.7454462913040215,0.7454462913040215,1.4348287140899176,0.7472479262132974,0.7472479262132974,1.433512774846186
BF,QZ,0.7436170582362941,0.7436170582362941,1.4472531791133751,0.7509262189581729,0.7509262189581729,1.4391187702351909,0.7459755091125042,0.7459755091125042,1.4350128140564449,0.7477758689653027,0.7477758689653027,1.4337400604631532
BF,TZ,0.744002599928253,0.744002599928253,1.4475095316756021,0.7523754124301677,0.7523754124301677,1.4400679221163828,0.7475035830657779,0.7475035830657779,1.4358292548018936,0.7492931218195952,0.7492931218195952,1.4346879036726383
BF,CBS,0.7434599283754304,0.7434599283754304,1.447236320041328,0.7499454972923413,0.7499454972923413,1.4386517276789377,0.7450559039491426,0.7450559039491426,1.4346532482334138,0.7468588766225914,0.7468588766225914,1.4332919994547944
BH2,5Z,0.8359390123089124,1.0905730714667443,1.4378513930766879,0.8387327059940306,1.087688718440975,1.4328626510268383,0.8391498991369839,1.0858849503133456,1.4318054338640835,0.8401324632811757,1.0862106075040927,1.4317455680378406
BH2,QZ,0.836059706719562,1.0907264510618686,1.4378513930766879,0.8391711789407346,1.088280905724524,1.4333909671959222,0.8395796465771294,1.0864016674803696,1.4322019817539178,0.8405659572263974,1.0867406886712387,1.432162082532466
BH2,TZ,0.8365550065596404,1.091257026975242,1.4379067929016025,0.8406296874843185,1.0902236397333114,1.4350071033034344,0.8412030425128858,1.0882918709741662,1.4337447304779434,0.8421704891307913,1.088676232477731,1.4337646582071508
BH2,CBS,0.8359390123089124,1.0905730714667443,1.4378513930766879,0.8383992990053833,1.0872283300465622,1.4323083520953404,0.8388256467781685,1.0855037436805328,1.4313893836190115,0.8398042801629362,1.0858153796252503,1.4313085692238074
BH2F,5Z,0.7046298560680636,1.0430242025453431,1.6194996250318225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BH2F,QZ,0.7046990956562595,1.0431066178256176,1.6195354901203813,0.7121890971387838,1.0447526543622332,1.6186030207567472,0.7096131370210264,1.0426867228020957,1.6178185792423279,0.7111286330013518,1.0434551880506446,1.6178886097878054
BH2F,TZ,0.7050451916012193,1.0432424774508795,1.6196948387701133,0.713364081489576,1.0460350678055836,1.6194399748237602,0.7110099734913825,1.0440330365433872,1.6186717408126354,0.7125115338135218,1.0448289257333554,1.6187770443460803
BH2F,CBS,0.7046298560680636,1.0430242025453431,1.6194996250318225,0.7115149930382235,1.0438335646741643,1.6180726868501725,0.7087771408332167,1.0417210031668807,1.6172764182387545,0.710302806077624,1.0424694563500696,1.6173207090362558
BH3,5Z,1.3505532438025574,1.35053640360275,0.8129889624096996,1.3457691446399667,1.3457511138110294,0.8138917667394288,1.3446796406515957,1.3446592712025764,0.8133271521954407,1.3447028802242729,1.344684835097836,0.8141182706197019
BH3,QZ,1.3505842089659237,1.350563928570673,0.8130404013101071,1.3462427688571765,1.3462224230595687,0.8142794722780099,1.3450491022896214,1.3450310618081485,0.8136690404509458,1.3450862752000117,1.3450682352162884,0.8144675005568908
BH3,TZ,1.3506426967820209,1.3506224172649994,0.8134917809664705,1.3476951060787203,1.3476794198241924,0.8157058677538662,1.3464261374050501,1.34640579437836,0.815169345161776,1.3465212935182143,1.3465032727611932,0.8159701669650696
BH3,CBS,1.3505532438025574,1.35053640360275,0.8129889624096996,1.345304715468721,1.3452855040739893,0.8135389623977384,1.3443244968093302,1.3442980744679938,0.8130224184458301,1.3443331177981772,1.3443114578907231,0.8138058341220952
BO,5Z,0.7674295831390155,0.7674295831390155,1.3413489885212446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BO,QZ,0.7675599859043842,0.7675599859043842,1.3414077733597236,0.7722699997559413,0.7722699997559413,1.3463525243732004,0.7707569872603262,0.7707569872603262,1.3443075837900107,0.7718963845825562,0.7718963845825562,1.3459520051821356
BO,TZ,0.7678281733815591,0.7678281733815591,1.3416500658607158,0.7736756639050786,0.7736756639050786,1.3473871217014302,0.7723048612868769,0.7723048612868769,1.3454676232653073,0.7734718144839563,0.7734718144839563,1.3471266922920668
BO,CBS,0.7674295831390155,0.7674295831390155,1.3413489885212446,0.7713095464461677,0.7713095464461677,1.3457155711472777,0.7696927591751426,0.7696927591751426,1.3435790917000123,0.7708120481562662,0.7708120481562662,1.3452128242776742
BS,5Z,0.8297219171505595,0.8297219171505595,1.5018979561319987,0.825941681326423,0.825941681326423,1.5007436518530959,0.8232766338494422,0.8232766338494422,1.5045358765907295,0.8228427121808768,0.8228427121808768,1.5065562845648268
BS,QZ,0.8298264503898792,0.8298264503898792,1.501873254123678,0.8266058805485913,0.8266058805485913,1.5301387515460778,0.8239010795624464,0.8239010795624464,1.505007796890197,0.8235094108635556,0.8235094108635556,1.5070478589532452
BS,TZ,0.8300930571929873,0.8300930571929873,1.5020053856703857,0.8281857108464794,0.8281857108464794,1.5029013328359515,0.825633172983528,0.825633172983528,1.5065338419222367,0.8253490703672032,0.8253490703672032,1.5086252430926184
BS,CBS,0.8297219171505595,0.8297219171505595,1.5018979561319987,0.8253544907870408,0.8253544907870408,1.4698769746582865,0.8227311519098387,0.8227311519098387,1.5040148302350174,0.8222528992566968,0.8222528992566968,1.506014617525625
C2H,5Z,0.8604983088706396,0.8604983088706396,1.5450047412841386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H,QZ,0.8606677705801378,0.8606677705801378,1.5450159297275894,0.8704205760802056,0.8704205760802056,1.5476203092317535,0.8555549345147543,0.8555549345147543,1.557354085215412,0.8557976578948979,0.8557976578948979,1.558395939988949
C2H,TZ,0.8611659940988774,0.8611659940988774,1.544931179496808,0.8717098925086013,0.8717098925086013,1.5487394912303394,0.8571628179805713,0.8571628179805713,1.5583181952631986,0.8575486202263042,0.8575486202263042,1.5593618723825489
C2H,CBS,0.8604983088706396,0.8604983088706396,1.5450047412841386,0.869673830355553,0.869673830355553,1.5467305756479537,0.8545757209519834,0.8545757209519834,1.5565775122443575,0.8547140354302106,0.8547140354302106,1.5576180371979769
C2H2,5Z,0.8627929397022208,0.8627929397022208,1.6954770575333025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H2,QZ,0.8628852607965906,0.8628852607965906,1.6954864540661438,0.8516293718049591,0.8516293718049591,1.702349096609828,0.850718863343862,0.850718863343862,1.7002813653046076,0.8507608436748492,0.8507608436748492,1.7016975600984399
C2H2,TZ,0.8632667499098989,0.8632667499098989,1.6954175449492628,0.8533533133068204,0.8533533133068204,1.703230005467343,0.8522728537536407,0.8522728537536407,1.7012683120027634,0.8524257926331273,0.8524257926331273,1.7027099048631862
C2H2,CBS,0.8627929397022208,0.8627929397022208,1.6954770575333025,0.8505574232919156,0.8505574232919156,1.7016465896632382,0.8497709331953113,0.8497709331953113,1.6995014793932257,0.8497319437746906,0.8497319437746906,1.7008991404627893
CH2BH,5Z,0.9402491694758364,1.0287182381032587,1.9038799020678723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH2BH,QZ,0.9404016537629015,1.028723400388206,1.9038757180677448,0.9306629498258319,1.0283796688143254,1.9037158432276153,0.9275897815166477,1.026095452964891,1.9033700685457247,0.9274530882704544,1.0267304671136575,1.9040557462955174
CH2BH,TZ,0.940737596702715,1.0287363059872403,1.9039292763015343,0.9326639821318703,1.0296725021895299,1.9047836680861852,0.9293860997396657,1.0273894226108724,1.9044655119996277,0.9293880211307554,1.028084432040653,1.9051886408848402
CH2BH,CBS,0.9402491694758364,1.0287182381032587,1.9038799020678723,0.9292954003255754,1.0274405051792,1.902979886717768,0.9263716179688658,1.0251554601591983,1.9026139579257693,0.9261337735008712,1.0257466939677655,1.903272306468634
CH2-t,5Z,0.8730585360243608,1.2005624311581593,0.911002567751489,0.8789133824008564,1.1990483195872548,0.9145921250099089,0.8765243733407067,1.1993453938877459,0.9131537524034221,0.877621775102573,1.199882025824206,0.9140634465264244
CH2-t,QZ,0.8734523018173345,1.2004927608209015,0.911119274086579,0.8795602512511036,1.1994417969249105,0.9149900999838027,0.8772050666565718,1.1996528143679417,0.9135450444136476,0.878298059904116,1.2002023275786569,0.9144472008890422
CH2-t,TZ,0.8741383072560658,1.2004385699853157,0.9114328596407972,0.8811115082315724,1.2006917293799315,0.9161946063110945,0.8789276044139641,1.20089992497534,0.9148488146770148,0.8800113560876616,1.2014956854211931,0.915756661388317
CH2-t,CBS,0.8730585360243608,1.2005624311581593,0.911002567751489,0.8786478316522415,1.1985623941578374,0.9142970234872296,0.8762233346281647,1.1989497576202535,0.9128656625147553,0.8773253617165331,1.1994728747771675,0.9137832649893459
CH3,5Z,1.1350807355454942,1.135060960166696,0.8637013599811763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3,QZ,1.1350552630676671,1.13503548724507,0.8641077548289655,1.1353806727411795,1.135358519824013,0.8701188222020734,1.1345926054255266,1.1345728854304304,0.8661992832638589,1.1352485505606211,1.135228841961649,0.8673625932742786
CH3,TZ,1.1350916521467183,1.135071876958111,0.8646095082688421,1.1365617491584812,1.1365396192640598,0.8715988450206412,1.1358087408568152,1.1357865962906286,0.8678108360885243,1.1364957586414692,1.1364760716713944,0.8689719886862117
CH3,CBS,1.1350807355454942,1.135060960166696,0.8637013599811763,1.1345708328370399,1.1345486640259321,0.8689985551049688,1.133757181916586,1.1337392321095363,0.8649830348109534,1.1343904524155153,1.1343707289397338,0.8661479191495831
CH4,5Z,1.0897432911872484,1.0897432911872484,1.0897432911872484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4,QZ,1.0898012808662028,1.0898012808662028,1.0898012808662028,1.0899835556274733,1.0899835556274733,1.0899835556274733,1.0884756066582066,1.0884756066582066,1.0884756066582066,1.0891345869924989,1.0891345869924989,1.0891345869924989
CH4,TZ,1.089937714999172,1.089937714999172,1.089937714999172,1.091164128649217,1.091164128649217,1.091164128649217,1.0896853447226125,1.0896853447226125,1.0896853447226125,1.0903779862561152,1.0903779862561152,1.0903779862561152
CH4,CBS,1.0897432911872484,1.0897432911872484,1.0897432911872484,1.0891636267594131,1.0891636267594131,1.0891636267594131,1.0876343951914473,1.0876343951914473,1.0876343951914473,1.0882688119479373,1.0882688119479373,1.0882688119479373
ClF,5Z,0.7045339746352796,0.7045339746352796,1.6148830508204044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClF,QZ,0.7047206523810039,0.7047206523810039,1.6149237807374168,0.7073697427770763,0.7073697427770763,1.6138652371215934,0.7049814683221544,0.7049814683221544,1.6138725755753198,0.7057870861538048,0.7057870861538048,1.6137555772448668
ClF,TZ,0.7052134874877362,0.7052134874877362,1.615095051049908,0.7087521770207303,0.7087521770207303,1.6144826918340625,0.706570012071778,0.7065686512134491,1.6145822909148124,0.7073982878581924,0.7073982878581924,1.6145024228611462
ClF,CBS,0.7045339746352796,0.7045339746352796,1.6148830508204044,0.7065338980935982,0.7065338980935982,1.6134989131829753,0.7039952194045903,0.7039962124633709,1.6134389263142794,0.7047843030530347,0.7047843030530347,1.613294832916982
CN,5Z,0.7942329130531692,0.7942329130531692,1.3449231878160128,0.8045406448268904,0.8045406448268904,1.3301664147620724,0.7918315194779677,0.7918315194779677,1.3438847571236394,0.7924287416496,0.7924287416496,1.3452860478631807
CN,QZ,0.7944129108147922,0.7944129108147922,1.344927490292472,0.8049540576080643,0.8049564466586135,1.3306168196878556,0.7923413714035806,0.7923413714035806,1.3442121060640568,0.7929818630188318,0.7929818630188318,1.345596522888084
CN,TZ,0.7947080188878274,0.7947080188878274,1.3451762276536139,0.8058780917580451,0.8058780917580451,1.3319041369663023,0.7936024521342347,0.7936024521342347,1.3453473030384955,0.7943557186726161,0.7943581395979163,1.3467082684390344
CN,CBS,0.7942329130531692,0.7942329130531692,1.3449231878160128,0.8042957503801483,0.8042932438353098,1.3296983728480274,0.7914854429780438,0.7914854429780438,1.3435458231286668,0.7920372677006333,0.7920372677006333,1.3449648176484197
CO,5Z,0.7363760176703205,0.7363760176703205,1.328403030061482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,QZ,0.7365130279227924,0.7365130279227924,1.3284592129315345,0.7398364799451704,0.7398364799451704,1.3150287180070945,0.7371039928852992,0.7371039928852992,1.3238017991937143,0.7378497801577735,0.7378497801577735,1.3211711127804275
CO,TZ,0.7367076828702142,0.7367076828702142,1.328857609545577,0.7410037727622542,0.7410037727622542,1.3158997107803385,0.7383626765703213,0.7383626765703213,1.3261847475434942,0.7391361857725298,0.7391361857725298,1.3234633842122616
CO,CBS,0.7363760176703205,0.7363760176703205,1.328403030061482,0.7389897069229452,0.7389897069229452,1.3146276676695168,0.7361905292297134,0.7361905292297134,1.3222974299219077,0.7369160869858953,0.7369160869858953,1.3197329131514461
CO2,5Z,0.7073445871098728,0.7073445871098728,2.0445844390158006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2,QZ,0.7074496874786478,0.7074496874786478,2.0446067526960046,0.7103733887279635,0.7103733887279635,2.0373718562528778,0.7083469113510816,0.7083469113510816,2.039189901926565,0.7089594699483214,0.7089594699483214,2.0381096397472427
CO2,TZ,0.7075762649226006,0.7075762649226006,2.0448802820974654,0.7113549101418948,0.7113549101418948,2.0379607661784696,0.7094497767155655,0.7094497767155655,2.039728147125289,0.7100933906930174,0.7100933906930174,2.038697221759421
CO2,CBS,0.7073445871098728,0.7073445871098728,2.0445844390158006,0.7096444103270421,0.7096444103270421,2.0371194000280375,0.7075293846619192,0.7075293846619192,2.0389744172591686,0.70811928122495,0.70811928122495,2.037858152540299
F2,5Z,0.6253781376051168,0.6253781376051168,1.461678781631879,0.6326843827707391,0.6326843827707391,1.4666656525104818,0.6309345556855239,0.6309345556855239,1.463076024269796,0.6322166247314276,0.6322166247314276,1.4629526106825932
F2,QZ,0.625896390911112,0.625896390911112,1.4616053087028693,0.6334237450622368,0.6334237450622368,1.4666845918270495,0.6317265351013149,0.6317265351013149,1.4631310823556212,0.6329850585655428,0.6329850585655428,1.4630228627714723
F2,TZ,0.626737226626031,0.626737226626031,1.461608134653049,0.6347554902421556,0.6347554902421556,1.466920365824358,0.6332921710158115,0.6332921710158115,1.4634737249231597,0.6344994341023547,0.6344994341023547,1.4634101380428468
F2,CBS,0.6253781376051168,0.6253781376051168,1.461678781631879,0.632452399572835,0.632452399572835,1.4665686954003678,0.6306473676359021,0.6306473676359021,1.4629411720575103,0.6319541402429083,0.6319541402429083,1.4628018172212016
FCN,5Z,0.7183126324936796,0.7183126324936796,2.10494422780997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCN,QZ,0.7184796297074437,0.7184796297074437,2.1049679022138013,0.7167213243566039,0.7167213243566039,2.103104089834828,0.7158011405863661,0.7158011405863661,2.102507014595763,0.716488217175326,0.716488217175326,2.1021171688635816
FCN,TZ,0.7187335792369293,0.7187335792369293,2.1051428662500493,0.7179126342612813,0.7179126342612813,2.103630213995839,0.7170336008690191,0.7170336008690191,2.1030000476427264,0.7177685782459836,0.7177685782459836,2.102647735559652
FCN,CBS,0.7183126324936796,0.7183126324936796,2.10494422780997,0.7158703074095916,0.7158703074095916,2.102824163448062,0.7149200949851555,0.7149200949851555,2.102251235778707,0.7155722169450308,0.7155722169450308,2.101834000626907
H,5Z,1.0000626282388518,1.0000626282388518,1.0000626282388518,1.0000757958108828,1.0000757958108828,1.0000757958108828,1.0000757958108828,1.0000757958108828,1.0000757958108828,1.0000757958108828,1.0000757958108828,1.0000757958108828
H,QZ,1.0005457413331986,1.0005457413331986,1.0005457413331986,1.00055064783539,1.00055064783539,1.00055064783539,1.00055064783539,1.00055064783539,1.00055064783539,1.00055064783539,1.00055064783539,1.00055064783539
H,TZ,1.0013999089274974,1.0013999089274974,1.0013999089274974,1.001374855645637,1.001374855645637,1.001374855645637,1.001374855645637,1.001374855645637,1.001374855645637,1.001374855645637,1.001374855645637,1.001374855645637
